Data,Cidade, Condicao_do_Tempo_Prevista,Temperatura_Tendencia,Temperatura_Minima,Temperatura_Maxima,Vento_Velocidade_Minima,Vento_Velocidade_Maxima,Vento_Direcao,Vento_Intensidade
27/03/2025,Trairao - PA,Encoberto a parciamente nublado com chuva e trovoadas a qualquer hora do dia,Estavel,22,29,70,100,NE,Fracos
28/03/2025,Trairao - PA,Encoberto a nublado com pancadas de chuva e trovoadas a qualquer hora do dia,Estavel,22,29,70,100,NE,Fracos
29/03/2025,Trairao - PA,Nublado a parcialmente nublado com chuva e trovoadas na madrugada,Estavel,22,29,70,100,NE,Fracos
30/03/2025,Trairao - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e no inicio da noite,Estavel,23,31,70,100,NE,Fracos
31/03/2025,Trairao - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e no inicio da noite,Estavel,23,31,65,95,NE,Fracos
01/03/2025,Tucuma - PA,Nublado com chuva pela manha e a tarde,Estavel,22,30,72,98,NE,Fracos
02/03/2025,Tucuma - PA,Parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,23,30,70,99,NE,Fracos
03/03/2025,Tucuma - PA,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,23,31,69,99,NE,Fracos
07/03/2025,Tucuma - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a qualquer hora do dia,Declinio,23,30,70,100,E - NE,Fracos/Moderados
08/03/2025,Tucuma - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e a noite,Estavel,24,33,60,95,E - NE,Fracos/Moderados
09/03/2025,Tucuma - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e a noite,Estavel,24,32,65,95,E - NE,Fracos/Moderados
10/03/2025,Tucuma - PA,Parcialmente nublado a nublado com chuva e trovoadas a qualquer hora do dia,Estavel,24,32,65,95,E - NE,Fracos/Moderados
11/03/2025,Tucuma - PA,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,23,30,60,95,NE,Fracos
12/03/2025,Tucuma - PA,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,23,30,60,95,NE,Fracos
13/03/2025,Tucuma - PA,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,23,30,60,95,NE,Fracos
14/03/2025,Tucuma - PA,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,23,30,60,95,NE,Fracos
15/03/2025,Tucuma - PA,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,23,30,60,95,NE,Fracos
16/03/2025,Tucuma - PA,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,23,30,60,95,NE,Fracos
17/03/2025,Tucuma - PA,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,23,30,60,95,NE,Fracos
18/03/2025,Tucuma - PA,Nublado a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,23,32,66,100,NE,Fracos
19/03/2025,Tucuma - PA,Poucas nuvens a nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,23,31,72,99,NE,Fracos
20/03/2025,Tucuma - PA,Nublado com chuva a qualquer hora do dia,Estavel,23,31,71,100,NE,Fracos
21/03/2025,Tucuma - PA,Nublado com chuva em areas isoladas a qualquer hora do dia,Estavel,23,30,73,100,NE,Fracos
22/03/2025,Tucuma - PA,Parcialmente nublado a nublado com chuva a noite,Estavel,23,31,73,99,NE,Fracos
23/03/2025,Tucuma - PA,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas a qualquer hora do dia,Estavel,23,30,74,100,NE,Fracos
24/03/2025,Tucuma - PA,Nublado com chuva em areas isoladas a qualquer hora do dia,Estavel,23,30,72,100,NE,Fracos
25/03/2025,Tucuma - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde e no inicio da noite,Estavel,23,30,72,100,NE,Fracos
26/03/2025,Tucuma - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,23,33,60,95,NE,Fracos
27/03/2025,Tucuma - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,23,33,60,95,NE,Fracos
28/03/2025,Tucuma - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e a noite,Estavel,23,31,60,95,NE,Fracos
29/03/2025,Tucuma - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,31,60,95,NE,Fracos
30/03/2025,Tucuma - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,23,32,55,95,NE,Fracos
31/03/2025,Tucuma - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,23,32,55,95,NE,Fracos
01/03/2025,Tucurui - PA,Parcialmente nublado a nublado com chuva a noite,Estavel,23,30,71,98,NE,Fracos
02/03/2025,Tucurui - PA,Nublado a parcialmente nublado com chuva na madrugada,Estavel,23,30,74,98,NE,Fracos
03/03/2025,Tucurui - PA,Nublado a parcialmente nublado com chuva em areas isoladas a tarde e a noite,Estavel,23,31,70,98,NE,Fracos
06/03/2025,Tucurui - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,32,65,100,E - NE,Fracos/Moderados
08/03/2025,Tucurui - PA,Nublado com pancadas de chuva e trovoadas a tarde e a noite,Estavel,22,29,75,100,E - NE,Fracos/Moderados
09/03/2025,Tucurui - PA,Parcialmente nublado a nublado com chuva e trovoadas a tarde e a noite,Estavel,22,30,70,100,E - NE,Fracos/Moderados
10/03/2025,Tucurui - PA,Nublado com chuva e trovoadas a tarde e a noite,Estavel,22,30,70,100,E - NE,Fracos/Moderados
11/03/2025,Tucurui - PA,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,23,30,60,95,NE,Fracos
12/03/2025,Tucurui - PA,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,23,30,60,95,NE,Fracos
13/03/2025,Tucurui - PA,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,23,30,60,95,NE,Fracos
14/03/2025,Tucurui - PA,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,23,30,60,95,NE,Fracos
15/03/2025,Tucurui - PA,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,23,30,60,95,NE,Fracos
16/03/2025,Tucurui - PA,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,23,30,60,95,NE,Fracos
17/03/2025,Tucurui - PA,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,23,30,60,95,NE,Fracos
18/03/2025,Tucurui - PA,Parcialmente nublado com chuva em areas isoladas a tarde,Estavel,23,31,68,98,NE,Fracos
19/03/2025,Tucurui - PA,Nublado com chuva em areas isoladas a qualquer hora do dia,Estavel,23,30,73,98,NE,Fracos
20/03/2025,Tucurui - PA,Nublado a parcialmente nublado com chuva pela manha,Estavel,24,30,71,98,NE,Fracos
21/03/2025,Tucurui - PA,Nublado com chuva a qualquer hora do dia,Estavel,24,30,72,100,NE,Fracos
22/03/2025,Tucurui - PA,Parcialmente nublado com possibilidade de chuva em areas isoladas pela manha,Estavel,23,31,72,99,NE,Fracos
23/03/2025,Tucurui - PA,Parcialmente nublado a nublado com chuva em areas isoladas a tarde,Estavel,23,31,71,98,NE,Fracos
24/03/2025,Tucurui - PA,Nublado a parcialmente nublado com chuva pela manha,Estavel,23,30,70,98,NE,Fracos
25/03/2025,Tucurui - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde,Estavel,23,30,70,95,NE,Fracos
26/03/2025,Tucurui - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde,Estavel,23,30,70,95,NE,Fracos
27/03/2025,Tucurui - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,23,30,70,95,NE,Fracos
28/03/2025,Tucurui - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas entre o final da tarde e o inicio da noite,Estavel,23,30,70,95,NE,Fracos
29/03/2025,Tucurui - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e no inicio da noite,Estavel,23,30,70,95,NE,Fracos
30/03/2025,Tucurui - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e no inicio da noite,Estavel,23,30,70,95,NE,Fracos
31/03/2025,Tucurui - PA,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,23,30,70,95,NE,Fracos
01/03/2025,Uiramuta - RR,Claro a parcialmente nublado,Estavel,17,29,45,85,N - SE,Fracos
02/03/2025,Uiramuta - RR,Claro a poucas nuvens,Estavel,17,28,45,90,N - S,Fracos
06/03/2025,Uiramuta - RR,Claro a poucas nuvens,Estavel,19,29,50,90,N - SE,Fracos
07/03/2025,Uiramuta - RR,Parcialmente nublado a nublado com pancadas de chuva,Estavel,19,26,70,90,NW - NE,Fracos
08/03/2025,Uiramuta - RR,Parcialmente nublado a nublado com pancadas de chuva isoladas,Estavel,19,26,75,100,N - NE,Fracos
09/03/2025,Uiramuta - RR,Parcialmente nublado a nublado com chuva e trovoadas,Estavel,19,25,80,100,N - NE,Fracos
10/03/2025,Uiramuta - RR,Parcialmente nublado a nublado com chuva e trovoadas,Estavel,19,25,80,100,N - SE,Fracos
11/03/2025,Uiramuta - RR,Parcialmente nublado a nublado com chuva em areas isoladas,Estavel,18,25,80,100,N - S,Fracos
12/03/2025,Uiramuta - RR,Claro a nublado com chuva,Estavel,18,25,70,100,N - NE,Fracos
13/03/2025,Uiramuta - RR,Parcialmente nublado a nublado com chuva e trovoadas,Estavel,18,26,70,100,NW - E,Fracos
14/03/2025,Uiramuta - RR,Parcialmente nublado a nublado com chuva e trovoadas,Estavel,18,26,70,100,N - E,Fracos
15/03/2025,Uiramuta - RR,Parcialmente nublado a poucas nuvens com possibilidade de chuva em areas isoladas,Estavel,19,25,70,100,NE - SE,Fracos
16/03/2025,Uiramuta - RR,Poucas nuvens a nublado com pancadas de chuva e trovoadas,Estavel,19,24,70,100,N - SE,Fracos
17/03/2025,Uiramuta - RR,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,18,25,75,100,N - SE,Fracos
18/03/2025,Uiramuta - RR,Parcialmente nublado a poucas nuvens,Estavel,18,28,60,100,N - E,Fracos
19/03/2025,Uiramuta - RR,Claro a parcialmente nublado,Estavel,18,28,55,90,N - E,Fracos
20/03/2025,Uiramuta - RR,Claro a parcialmente nublado com chuva em areas isoladas,Estavel,19,26,65,95,NE - SE,Fracos
21/03/2025,Uiramuta - RR,Claro a poucas nuvens,Estavel,18,28,50,90,NE - E,Fracos
22/03/2025,Uiramuta - RR,Claro a parcialmente nublado,Estavel,19,28,60,85,N - E,Fracos
23/03/2025,Uiramuta - RR,Claro a parcialmente nublado,Estavel,17,29,45,90,NW - NE,Fracos
24/03/2025,Uiramuta - RR,Claro a poucas nuvens,Estavel,18,30,40,90,N - NE,Fracos
25/03/2025,Uiramuta - RR,Claro a parcialmente nublado,Estavel,18,30,45,90,N - E,Fracos
26/03/2025,Uiramuta - RR,Poucas nuvens a parcialmente nublado,Estavel,19,30,45,90,N - SE,Fracos
27/03/2025,Uiramuta - RR,Claro a parcialmente nublado,Estavel,18,29,50,90,N - E,Fracos
28/03/2025,Uiramuta - RR,Claro a poucas nuvens,Estavel,19,30,45,85,NE - SE,Fracos
29/03/2025,Uiramuta - RR,Poucas nuvens a parcialmente nublado,Estavel,18,29,45,90,N - SE,Fracos
30/03/2025,Uiramuta - RR,Parcialmente nublado a nublado com pancadas de chuva,Estavel,19,28,50,90,NE - NW,Fracos
31/03/2025,Uiramuta - RR,Nublado a parcialmente nublado com possibilidade de chuva,Estavel,20,28,65,100,NE - E,Fracos
01/03/2025,Ulianopolis - PA,Parcialmente nublado a nublado com chuva a noite,Estavel,23,30,71,98,NE,Fracos
02/03/2025,Ulianopolis - PA,Nublado a parcialmente nublado com chuva na madrugada,Estavel,23,30,74,98,NE,Fracos
03/03/2025,Ulianopolis - PA,Nublado a parcialmente nublado com chuva em areas isoladas a tarde e a noite,Estavel,23,31,70,98,NE,Fracos
06/03/2025,Ulianopolis - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,32,65,100,E - NE,Fracos/Moderados
08/03/2025,Ulianopolis - PA,Nublado com pancadas de chuva e trovoadas a tarde e a noite,Estavel,22,29,75,100,E - NE,Fracos/Moderados
09/03/2025,Ulianopolis - PA,Parcialmente nublado a nublado com chuva e trovoadas a tarde e a noite,Estavel,22,30,70,100,E - NE,Fracos/Moderados
10/03/2025,Ulianopolis - PA,Nublado com chuva e trovoadas a tarde e a noite,Estavel,22,30,70,100,E - NE,Fracos/Moderados
11/03/2025,Ulianopolis - PA,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,23,30,60,95,NE,Fracos
12/03/2025,Ulianopolis - PA,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,23,30,60,95,NE,Fracos
13/03/2025,Ulianopolis - PA,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,23,30,60,95,NE,Fracos
14/03/2025,Ulianopolis - PA,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,23,30,60,95,NE,Fracos
15/03/2025,Ulianopolis - PA,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,23,30,60,95,NE,Fracos
16/03/2025,Ulianopolis - PA,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,23,30,60,95,NE,Fracos
17/03/2025,Ulianopolis - PA,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,23,30,60,95,NE,Fracos
18/03/2025,Ulianopolis - PA,Parcialmente nublado com chuva em areas isoladas a tarde,Estavel,23,31,68,98,NE,Fracos
19/03/2025,Ulianopolis - PA,Nublado com chuva em areas isoladas a qualquer hora do dia,Estavel,23,30,73,98,NE,Fracos
20/03/2025,Ulianopolis - PA,Nublado a parcialmente nublado com chuva pela manha,Estavel,24,30,71,98,NE,Fracos
21/03/2025,Ulianopolis - PA,Nublado com chuva a qualquer hora do dia,Estavel,24,30,72,100,NE,Fracos
22/03/2025,Ulianopolis - PA,Parcialmente nublado com possibilidade de chuva em areas isoladas pela manha,Estavel,23,31,72,99,NE,Fracos
23/03/2025,Ulianopolis - PA,Parcialmente nublado a nublado com chuva em areas isoladas a tarde,Estavel,23,31,71,98,NE,Fracos
24/03/2025,Ulianopolis - PA,Nublado a parcialmente nublado com chuva pela manha,Estavel,23,30,70,98,NE,Fracos
25/03/2025,Ulianopolis - PA,Nublado a parcialmente nublado com chuva pela manha,Estavel,23,30,70,98,NE,Fracos
26/03/2025,Ulianopolis - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,23,32,70,95,NE,Fracos
27/03/2025,Ulianopolis - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,23,32,70,95,NE,Fracos
28/03/2025,Ulianopolis - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e no inicio da noite,Estavel,23,32,70,95,NE,Fracos
29/03/2025,Ulianopolis - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e no inicio da noite,Estavel,23,32,70,95,NE,Fracos
30/03/2025,Ulianopolis - PA,Parcialmente nublado a nublado com possibilidade de chuva a tarde,Estavel,23,32,70,95,NE,Fracos
31/03/2025,Ulianopolis - PA,Parcialmente nublado a nublado com possibilidade de chuva a tarde,Estavel,23,33,70,95,NE,Fracos
01/03/2025,Uruara - PA,Nublado com chuva a qualquer hora do dia,Estavel,24,30,73,97,NE,Fracos
02/03/2025,Uruara - PA,Nublado com chuva a qualquer hora do dia,Estavel,23,31,72,100,NE,Fracos
03/03/2025,Uruara - PA,Nublado com chuva a qualquer hora do dia,Estavel,23,30,76,100,NE,Fracos
07/03/2025,Uruara - PA,Nublado com chuva e trovoadas a qualquer hora do dia,Declinio,22,29,75,100,E - NE,Fracos/Moderados
08/03/2025,Uruara - PA,Nublado com chuva e trovoadas a qualquer hora do dia,Estavel,23,29,65,100,E - NE,Fracos/Moderados
09/03/2025,Uruara - PA,Nublado com chuva e trovoadas a qualquer hora do dia,Estavel,23,29,65,100,E - NE,Fracos/Moderados
10/03/2025,Uruara - PA,Nublado com pancadas de chuva e trovoadas a qualquer hora do dia,Estavel,23,30,65,100,E - NE,Fracos/Moderados
11/03/2025,Uruara - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
12/03/2025,Uruara - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
13/03/2025,Uruara - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
14/03/2025,Uruara - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
15/03/2025,Uruara - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
16/03/2025,Uruara - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
17/03/2025,Uruara - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,65,100,NE,Fracos
18/03/2025,Uruara - PA,Parcialmente nublado com possibilidade de chuva em areas isoladas a qualquer hora do dia,Estavel,23,31,72,100,NE,Fracos
19/03/2025,Uruara - PA,Nublado com chuva a tarde,Estavel,23,30,82,100,NE,Fracos
20/03/2025,Uruara - PA,Nublado com chuva em areas isoladas a qualquer hora do dia,Estavel,23,31,70,100,NE,Fracos
21/03/2025,Uruara - PA,Parcialmente nublado a nublado com chuva em areas isoladas entre o final da tarde e o inicio da noite,Estavel,23,31,71,100,NE,Fracos
22/03/2025,Uruara - PA,Parcialmente nublado com chuva a tarde,Estavel,23,31,70,98,NE,Fracos
23/03/2025,Uruara - PA,Nublado a parcialmente nublado com chuva a qualquer hora do dia,Estavel,23,30,74,98,NE,Fracos
24/03/2025,Uruara - PA,Parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,23,31,72,100,NE,Fracos
25/03/2025,Uruara - PA,Parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,23,31,72,100,NE,Fracos
26/03/2025,Uruara - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,30,70,100,NE,Fracos
27/03/2025,Uruara - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e no inicio da noite,Estavel,23,30,70,100,NE,Fracos
28/03/2025,Uruara - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e no inicio da noite,Estavel,23,30,70,100,NE,Fracos
29/03/2025,Uruara - PA,Encoberto a parciamente nublado com chuva e trovoadas na madrugada,Estavel,23,30,70,100,NE,Fracos
30/03/2025,Uruara - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas entre o final da tarde e o inicio da noite,Estavel,23,30,65,95,NE,Fracos
31/03/2025,Uruara - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas entre o final da tarde e o inicio da noite,Estavel,23,31,65,95,NE,Fracos
01/03/2025,Urucara - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,32,60,100,NE,Fracos
02/03/2025,Urucara - AM,Nublado a parcialmente nublado com pancadas de chuva,Estavel,24,31,65,100,E - NE,Fracos
03/03/2025,Urucara - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,24,30,70,100,E - NE,Fracos
04/03/2025,Urucara - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,24,30,70,100,E - NE,Fracos
05/03/2025,Urucara - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,24,30,70,100,E - NE,Fracos
06/03/2025,Urucara - AM,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas,Estavel,24,32,60,95,E - SE,Fracos
07/03/2025,Urucara - AM,Nublado com chuva e trovoadas,Estavel,23,30,70,100,NE - E,Fracos
08/03/2025,Urucara - AM,Nublado a parcialmente nublado com chuva e trovoadas,Estavel,24,29,70,100,NE - SE,Fracos
09/03/2025,Urucara - AM,Nublado a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,24,32,60,100,NE - SE,Fracos
10/03/2025,Urucara - AM,Nublado a parcialmente nublado com pancadas de chuva,Estavel,24,32,60,100,NE,Fracos
11/03/2025,Urucara - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,31,65,100,E - NE,Fracos
12/03/2025,Urucara - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,30,70,100,E - NE,Fracos
13/03/2025,Urucara - AM,Nublado a parcialmente nublado com pancadas de chuva,Estavel,24,31,65,100,NE - E,Fracos
14/03/2025,Urucara - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,24,31,65,100,E,Fracos
15/03/2025,Urucara - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,30,70,100,NE - E,Fracos
16/03/2025,Urucara - AM,Nublado a parcialmente nublado com pancadas de chuva,Estavel,25,32,65,100,E - NE,Fracos
17/03/2025,Urucara - AM,Nublado a parcialmente nublado com pancadas de chuva isoladas,Estavel,24,31,65,100,E - NE,Fracos
18/03/2025,Urucara - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,30,70,100,E,Fracos
19/03/2025,Urucara - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,30,70,100,E - NE,Fracos
20/03/2025,Urucara - AM,Nublado a parcialmente nublado com pancadas de chuva,Estavel,24,30,70,100,E - NE,Fracos
21/03/2025,Urucara - AM,Nublado a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,24,32,60,100,NE - E,Fracos
22/03/2025,Urucara - AM,Nublado a parcialmente nublado com pancadas de chuva,Estavel,24,30,70,100,NE - E,Fracos
23/03/2025,Urucara - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,31,65,100,NE - E,Fracos
24/03/2025,Urucara - AM,Nublado a parcialmente nublado com chuva,Estavel,23,30,70,90,E - NE,Fracos
25/03/2025,Urucara - AM,Encoberto a parciamente nublado com chuva,Estavel,23,29,75,95,SE - NE,Fracos
26/03/2025,Urucara - AM,Nublado a parcialmente nublado com pancadas de chuva,Estavel,24,31,65,100,E,Fracos
27/03/2025,Urucara - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,30,70,100,E - NE,Fracos
28/03/2025,Urucara - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,23,29,75,100,E - NE,Fracos
29/03/2025,Urucara - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,30,70,100,NE - E,Fracos
30/03/2025,Urucara - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,23,29,75,100,E - NE,Fracos
31/03/2025,Urucara - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,23,30,70,100,NE,Fracos
01/03/2025,Urucurituba - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,24,31,65,100,E - NE,Fracos
02/03/2025,Urucurituba - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,25,32,60,100,NE - E,Fracos
03/03/2025,Urucurituba - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,30,70,100,NE,Fracos
04/03/2025,Urucurituba - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,30,70,100,NE,Fracos
05/03/2025,Urucurituba - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,30,70,100,NE,Fracos
06/03/2025,Urucurituba - AM,Parcialmente nublado,Estavel,24,32,60,95,E,Fracos
07/03/2025,Urucurituba - AM,Nublado com chuva e trovoadas,Estavel,24,29,75,100,NE - N,Fracos
08/03/2025,Urucurituba - AM,Nublado a parcialmente nublado com chuva e trovoadas,Estavel,23,28,75,100,E - NE,Fracos
09/03/2025,Urucurituba - AM,Parcialmente nublado a nublado com pancadas de chuva,Estavel,24,31,65,95,E - NE,Fracos
10/03/2025,Urucurituba - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,24,30,70,100,NE,Fracos
11/03/2025,Urucurituba - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas,Estavel,24,31,65,100,NE,Fracos
12/03/2025,Urucurituba - AM,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas,Estavel,24,32,60,95,NE - E,Fracos
13/03/2025,Urucurituba - AM,Nublado a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,24,32,65,100,NE - E,Fracos
14/03/2025,Urucurituba - AM,Nublado a parcialmente nublado com pancadas de chuva,Estavel,25,31,65,100,NE - E,Fracos
15/03/2025,Urucurituba - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,30,70,100,E,Fracos
16/03/2025,Urucurituba - AM,Parcialmente nublado a nublado com pancadas de chuva isoladas,Estavel,25,32,60,95,E - NE,Fracos
17/03/2025,Urucurituba - AM,Parcialmente nublado a nublado com possibilidade de chuva em areas isoladas,Estavel,24,31,65,95,E - NE,Calmos/Fracos
18/03/2025,Urucurituba - AM,Nublado a parcialmente nublado com pancadas de chuva,Estavel,24,30,70,100,NE,Fracos
19/03/2025,Urucurituba - AM,Parcialmente nublado a nublado com pancadas de chuva,Estavel,25,30,70,100,NE,Fracos
20/03/2025,Urucurituba - AM,Nublado a parcialmente nublado com pancadas de chuva isoladas,Estavel,25,30,70,100,NE - E,Fracos
21/03/2025,Urucurituba - AM,Nublado a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,25,32,60,100,NE - E,Fracos
22/03/2025,Urucurituba - AM,Parcialmente nublado a nublado com pancadas de chuva,Estavel,25,32,60,95,E - NE,Fracos
23/03/2025,Urucurituba - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,30,70,100,NE,Fracos
24/03/2025,Urucurituba - AM,Nublado a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,31,65,100,NE,Fracos
25/03/2025,Urucurituba - AM,Nublado a parcialmente nublado com chuva,Estavel,24,29,70,95,E - NE,Fracos
26/03/2025,Urucurituba - AM,Nublado a parcialmente nublado com pancadas de chuva,Estavel,24,31,65,100,E - NE,Fracos
27/03/2025,Urucurituba - AM,Nublado a parcialmente nublado com pancadas de chuva,Estavel,24,30,70,100,NE,Fracos
28/03/2025,Urucurituba - AM,Nublado a parcialmente nublado com pancadas de chuva,Estavel,24,31,65,100,NE - E,Fracos
29/03/2025,Urucurituba - AM,Nublado a parcialmente nublado com pancadas de chuva,Estavel,24,31,65,100,NE,Fracos
